frame_id,cluster_id,radial_distance,height,intensity,normalized_intensity
0,0,0.07600652646120404,-0.10987503624538768,1332.9429931640625,0.3707911628426912
0,0,0.05845732778520719,-0.10868613219837535,2466.36572265625,0.6860808144002188
0,0,0.041368488679745095,-0.10804167187790263,3055.739501953125,0.8500297530234192
0,0,0.024494921848050074,-0.10773063994030345,3395.503173828125,0.9445434476317585
0,0,0.007703543782111813,-0.10757325387577403,3585.595947265625,0.9974224686194231
0,0,0.009069950623196037,-0.1075965890942036,3594.86181640625,1.0
0,0,0.02589419610499204,-0.1077896187363087,3423.919677734375,0.9524482031849657
0,0,0.042833660931337024,-0.10814480281452525,3061.91259765625,0.8517469527430168
0,0,0.060053370427189584,-0.10885149038414348,2396.604736328125,0.6666750653364442
0,0,0.07794995479738229,-0.1102944890318333,1011.1862182617188,0.2812865333646099
0,0,0.07622604412698773,-0.09313937074522365,983.4428100585938,0.2735690160802154
0,0,0.058542942886330204,-0.09193796462396968,2349.51123046875,0.6535748383278706
0,0,0.041412052954737745,-0.09133559263328898,3005.149169921875,0.8359567970615612
0,0,0.0245168412541935,-0.09106708860973704,3372.380615234375,0.9381113343059491
0,0,0.007703579820593547,-0.09092101252655375,3571.60693359375,0.9935310774098829
0,0,0.009090612821417633,-0.09094279057363856,3578.41943359375,0.9954261432977868
0,0,0.025939838123323396,-0.09112355656008113,3399.232421875,0.9455808304957828
0,0,0.042897955175285774,-0.09142260051349986,2992.510986328125,0.8324411727513105
0,0,0.060172393604500635,-0.09208910710195888,2255.847900390625,0.6275200593512035
0,0,0.07825218198367527,-0.09353906459192622,541.7850952148438,0.1507109655070028
0,0,0.058629912701405516,-0.07514340228418696,2192.13525390625,0.6097968060696439
0,0,0.041455809262991306,-0.07459438390116084,2953.1337890625,0.821487428413791
0,0,0.024538783519606283,-0.07436815447191585,3349.3466796875,0.9317038736792979
0,0,0.007703545301244423,-0.07423631644825328,3556.98779296875,0.9894644007553641
0,0,0.009111446256655187,-0.07425606048683513,3561.10693359375,0.9906102419129299
0,0,0.025984496375072857,-0.07441808826307643,3366.64453125,0.9365157002378476
0,0,0.042962273268515094,-0.07466605848650325,2920.843017578125,0.8125049492161188
0,0,0.06029328792784166,-0.07527815348486293,2076.3876953125,0.5775987510385714
0,0,0.05871716384079345,-0.05829831010679591,2029.98193359375,0.5646898371251177
0,0,0.04151020283750469,-0.057840732699435835,2883.693115234375,0.8021707822185989
0,0,0.024560788090752614,-0.05763247407059062,3325.56591796875,0.9250886648247546
0,0,0.007703643728461376,-0.057518435483974104,3545.375,0.9862340142866127
0,0,0.009132121906034575,-0.057535020476382856,3542.93994140625,0.9855566423268236
0,0,0.026027317977199923,-0.057670412426990156,3314.16259765625,0.9219165483721952
0,0,0.04304588329087259,-0.05790224469284404,2835.316162109375,0.7887135325117487
0,0,0.06041463266648563,-0.05841415173391688,1892.5657958984375,0.5264641292361045
0,0,0.05884745660999911,-0.0414509343264519,791.2742919921875,0.22011257522638716
0,0,0.041573560090570054,-0.041054079150956754,1262.7452392578125,0.35126391604119217
