frame_id,cluster_id,classification,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_47,bin_49
6.0,3.0,0.0,0.3013458635467286,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.338975333975,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.36413342740000004,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.94667355725,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.88162287385,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.336573141,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.364367212,-1.0,-1.0,-1.0,-1.0,-1.0
7.0,0.0,1.0,0.32984095008194375,-1.0,0.51383121035,0.9343130747,-1.0,0.73545101005,-1.0,0.2287114567,0.837494322975,-1.0,0.816672121375,-1.0,-1.0,0.4586082757125,-1.0,0.3072816654625,-1.0,-1.0,0.28437415619875,-1.0,0.05097951656,0.3429491591166667,-1.0,0.33028544495,-1.0,-1.0,0.31437114066666666,-1.0,0.2879669884216667,-1.0,-1.0,0.73952934474,-1.0,-1.0,0.799152116475,-1.0,0.742328313225,-1.0,-1.0,0.67829259565,-1.0,0.6853226852000001,0.1148035098,-1.0,0.5442370952,-1.0,0.67500392835,-1.0
7.0,1.0,0.0,0.2856677774518182,0.4454146555399999,0.085019337485,0.371864209,-1.0,0.30779955931299996,-1.0,0.0442143394834,0.348607601875,-1.0,0.3020017853288889,-1.0,-1.0,0.3239090012875,-1.0,0.30205883927375,-1.0,-1.0,0.2753489408625,-1.0,0.153194305,0.8420559462333334,-1.0,0.8097204108499999,-1.0,-1.0,0.7529787200166668,-1.0,0.6780291451333333,-1.0,-1.0,0.7159717459799999,-1.0,-1.0,0.3255696293,-1.0,0.30239374435,-1.0,-1.0,0.2399740350525,-1.0,0.3649247723,0.0524309795,-1.0,0.3516930646,-1.0,0.34615827595000004,-1.0
7.0,2.0,1.0,0.733067836125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.621195830045,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.19438456346666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2746119951,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.24665355785,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6619648842,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.636726952,-1.0,-1.0,-1.0,-1.0,-1.0
7.0,3.0,0.0,0.30429752285,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.235967438,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2674776082366667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.93158530345,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8434227563000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.214777564495,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2484050722,-1.0,-1.0,-1.0,-1.0,-1.0
8.0,0.0,1.0,0.50806322739625,-1.0,0.5078892656,0.9296627193833333,-1.0,0.7977856762666666,-1.0,0.26781027,0.833013090775,-1.0,0.7218517462777778,-1.0,-1.0,0.3340388386125,-1.0,0.31568053062625,-1.0,-1.0,0.3304198688571428,-1.0,0.07922450418,0.3520130854833334,-1.0,0.33971845345,-1.0,-1.0,0.3212941201166667,-1.0,0.29193679086,-1.0,-1.0,0.7374840791199999,-1.0,-1.0,0.786771356275,-1.0,0.730023292425,-1.0,-1.0,0.6531526101,-1.0,0.6930398155333334,-1.0,-1.0,0.5490370048666666,-1.0,0.6573330910499999,-1.0
8.0,1.0,0.0,0.24860785861200002,0.42537231505,0.056480998909999997,0.3522996865857143,-1.0,0.2818336359523,-1.0,0.06941795122,0.3255745467375,-1.0,0.27872644083333337,-1.0,-1.0,0.29612966434125,-1.0,0.273544356622875,-1.0,-1.0,0.29250630458285715,-1.0,0.1551544367,0.8282365081833333,-1.0,0.7926791394666667,-1.0,-1.0,0.7229253217666667,-1.0,0.7794954544399999,-1.0,-1.0,0.70179079208,-1.0,-1.0,0.299427769525,-1.0,0.2575566606325,-1.0,-1.0,0.29822069916666666,-1.0,0.34068844345,0.05279551596,-1.0,0.3259244875,-1.0,0.31753933965000003,-1.0
8.0,2.0,1.0,0.7205076156,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8059677470666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.20114424436666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2847156397,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.24804540525,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.56717534365,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6003618438,-1.0,-1.0,-1.0,-1.0,-1.0
8.0,3.0,0.0,0.33029021735,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.25253870875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.28295306183333335,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.92509455435,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.82163492385,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.20574090388,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2407168319,-1.0,-1.0,-1.0,-1.0,-1.0
9.0,0.0,1.0,0.75690141885,-1.0,0.5107174979,0.8897029545714286,-1.0,0.7813622228888888,-1.0,-1.0,0.7492066845666667,-1.0,0.7047706817555555,-1.0,-1.0,0.278858699396125,-1.0,0.30744166,-1.0,-1.0,0.2932279985857143,-1.0,-1.0,0.26932182941714283,-1.0,0.23736805981285714,-1.0,-1.0,0.3125134948,-1.0,0.29583123386,-1.0,-1.0,0.7196704517,-1.0,-1.0,0.6189065850000001,-1.0,0.6169080835875,-1.0,-1.0,0.7299211281666667,-1.0,0.6476811367333334,-1.0,-1.0,0.5418198312333333,-1.0,0.590592153,-1.0
9.0,1.0,0.0,0.23721384296,0.4535327543777778,0.06649501303965556,0.4111830851428571,-1.0,0.36533341002222225,-1.0,-1.0,0.3472678426,-1.0,0.3275052978233333,-1.0,-1.0,0.3374035773575,-1.0,0.3628170931285714,-1.0,-1.0,0.7953284526714286,-1.0,-1.0,0.7292444368142856,-1.0,0.7472185117833333,-1.0,-1.0,0.8207206927799999,-1.0,0.7796042009999999,-1.0,-1.0,0.31361225122,-1.0,-1.0,0.322729732525,-1.0,0.38113196946666666,-1.0,-1.0,0.3644599987666666,-1.0,0.3174672358333333,-1.0,-1.0,0.22768029374333332,-1.0,-1.0,-1.0
9.0,2.0,1.0,0.673619640675,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7916024415333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.20628921426666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2887406346,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.726609287,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8208460785,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5586207604,-1.0,-1.0,-1.0,-1.0,-1.0
9.0,3.0,0.0,0.2534888473625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2981946193,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.22980962566666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8524239854,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.24380211200000002,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3369738492,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2311758358,-1.0,-1.0,-1.0,-1.0,-1.0
10.0,0.0,1.0,0.75887499531,-1.0,0.25024945870000004,0.847537603725,-1.0,0.759478985711111,-1.0,0.05972631031,0.8076823809,-1.0,0.7803789133625,-1.0,-1.0,0.27373376223625,-1.0,0.25195115335,-1.0,-1.0,0.2698531476257143,-1.0,-1.0,0.2941309697,-1.0,0.2759958813666667,-1.0,-1.0,0.2521971497966667,-1.0,0.73915376132,-1.0,-1.0,0.6606487318,-1.0,0.86684124885,0.60771120245,-1.0,0.64433733145,-1.0,-1.0,0.5216500142425,-1.0,0.5763572383666666,-1.0,-1.0,0.667898326,-1.0,0.04138400061,-1.0
10.0,1.0,0.0,0.19529588619833335,0.40670988912999995,0.10472671656,0.3490885924625,-1.0,0.280095132622,-1.0,0.0,0.32750470395,-1.0,0.3137806018875,-1.0,-1.0,0.29678222392125,-1.0,0.26983138079,-1.0,-1.0,0.7429926942285715,-1.0,-1.0,0.8069269834333334,-1.0,0.75873655315,-1.0,-1.0,0.6894201702333334,-1.0,0.71706510346,-1.0,-1.0,0.317664402325,-1.0,-1.0,0.29595577554999997,-1.0,0.2552440546025,-1.0,-1.0,0.2594479176133333,-1.0,0.3443427765,-1.0,-1.0,0.3304721585,-1.0,-1.0,-1.0
10.0,2.0,1.0,0.8502649808,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2547792470333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.19992713996666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26924627125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6088394966,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8152599256,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.29987645,-1.0,-1.0,-1.0,-1.0,-1.0
10.0,3.0,0.0,0.257040516025,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3131227585333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6626822890666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8028194261999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.208486285685,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3614365894,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11.0,0.0,1.0,0.75624039571,-1.0,-1.0,0.7979673301444444,-1.0,0.7713739328111111,-1.0,-1.0,0.7374893306777778,-1.0,0.30272529725,-1.0,-1.0,0.28599831390875,-1.0,0.30405402452857144,-1.0,-1.0,0.2852738581142857,-1.0,-1.0,0.26583067244285713,-1.0,0.29083244943333336,-1.0,-1.0,0.26029377627658334,-1.0,0.74660670168,-1.0,-1.0,0.66427001332,-1.0,0.8145040994333334,0.4624423407,-1.0,0.64597622425,-1.0,-1.0,0.7062957553333332,-1.0,0.592084536,-1.0,-1.0,0.64903627375,-1.0,-1.0,-1.0
11.0,1.0,0.0,0.228322476124,0.2632359927092727,0.07643415123,0.36972010676666667,-1.0,0.35568724184444445,-1.0,-1.0,0.3403155336,-1.0,0.35109766806250003,-1.0,-1.0,0.33250765888375,-1.0,0.35394071044285713,-1.0,-1.0,0.7655502668428572,-1.0,-1.0,0.8070310162,-1.0,0.7482559093166667,-1.0,-1.0,0.8065084416399999,-1.0,0.74479993308,-1.0,-1.0,0.356081002625,-1.0,0.3810053612666667,0.1312298381,-1.0,0.3667176790666667,-1.0,-1.0,0.3286114670333333,-1.0,0.37989780414999996,-1.0,-1.0,0.36560618570000003,-1.0,-1.0,-1.0
11.0,2.0,1.0,0.8429903969,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.23930262356666665,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.18403290153333332,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.23069535400000002,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9140404661,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8116902327,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11.0,3.0,0.0,0.16868141138666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.13072289006666668,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5551216367666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6935513299,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2281055694,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2134060153,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12.0,0.0,1.0,0.75439293453,-1.0,0.1147075618,0.7876894105666667,-1.0,0.7574539371,-1.0,-1.0,0.7224138161777778,-1.0,0.294649678775,-1.0,-1.0,0.27708314296875003,-1.0,0.20694358273333333,0.3624554007,-1.0,0.27581321165,-1.0,-1.0,0.29883655316666663,-1.0,0.27629691394166667,-1.0,-1.0,0.2510777530833333,-1.0,0.7312381413000001,-1.0,-1.0,0.6524695914599999,-1.0,0.712722437825,-1.0,-1.0,0.590456999825,-1.0,-1.0,0.6549808261666666,-1.0,0.5722487782666666,-1.0,-1.0,0.6395979790999999,-1.0,-1.0,-1.0
12.0,1.0,0.0,0.18890168108255,-1.0,-1.0,0.34177928166,-1.0,0.35226713677777777,-1.0,-1.0,0.3351575995388889,-1.0,0.35451261966250003,-1.0,-1.0,0.33627239996249997,-1.0,0.25855851496666665,0.41922115314999997,-1.0,0.7500610209857143,-1.0,-1.0,0.8022784177000001,-1.0,0.7515975628666668,-1.0,-1.0,0.80017105724,-1.0,0.72462372478,-1.0,-1.0,0.358320272975,-1.0,0.328574453525,-1.0,-1.0,0.3687483272666667,-1.0,-1.0,0.3061232813,-1.0,0.37425925835,-1.0,-1.0,0.36854343075,-1.0,-1.0,-1.0
12.0,2.0,1.0,0.8335504289000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.20983909316666668,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1560270069666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1592375823375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9098687113,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8090769721,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12.0,3.0,0.0,0.15118619963666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11149827993333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.53717508448,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4953965806055,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2267260009,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.220456033,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13.0,0.0,1.0,0.6522564621,0.95083369406,-1.0,0.7966692862888889,-1.0,0.56226589805,0.93395953706,-1.0,0.7281982282777778,-1.0,0.1267861205925,0.36491693826000005,-1.0,0.31751103571428574,-1.0,-1.0,0.30392115424285715,-1.0,0.28424931449999996,-1.0,-1.0,0.25949968312142857,-1.0,0.27008452736666666,-1.0,-1.0,0.3082103286,-1.0,0.7433843622,-1.0,-1.0,0.6600826932599999,-1.0,0.67623310915,-1.0,-1.0,0.7597754205333334,-1.0,-1.0,0.6945387546333333,-1.0,0.5903837122333333,-1.0,-1.0,0.4261432302333333,-1.0,-1.0,-1.0
13.0,1.0,0.0,0.06932146095689999,0.4140617736285714,-1.0,0.3697538014444445,-1.0,0.26627519895,0.4276588521,-1.0,0.3357909375888889,-1.0,0.18080681339250002,0.41746661276,-1.0,0.3678036174285714,-1.0,-1.0,0.35639993634285716,-1.0,0.7587680373571428,-1.0,-1.0,0.6855273915,-1.0,0.8384684891199999,-1.0,-1.0,0.79708988506,-1.0,0.7472874817399999,-1.0,-1.0,0.283044785284,-1.0,0.38479058939999994,-1.0,-1.0,0.3717098031333333,-1.0,-1.0,0.3402194698666667,-1.0,0.24669673874,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13.0,2.0,1.0,0.8198743126,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16434784239,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10511643172,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9744449583,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8999608061,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7933271595,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13.0,3.0,0.0,0.12291068152,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07754855938333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5217872664333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9932604543,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2085797198,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2125777821,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
14.0,0.0,1.0,0.492583109925,0.9251988854833334,-1.0,0.71770013296,-1.0,0.44798543413333336,0.9047444850333334,-1.0,0.8008655866125,-1.0,0.1436658855,0.3434046178666667,-1.0,0.2751871156525,-1.0,-1.0,0.2927887740571428,-1.0,0.27100210621,-1.0,-1.0,0.29709420200000003,-1.0,0.27492195411833337,-1.0,-1.0,0.24942773738333335,-1.0,0.7181295065600001,-1.0,-1.0,0.774185010325,-1.0,0.69981021935,-1.0,-1.0,0.577922472075,-1.0,0.7506055816,0.4260473346,-1.0,0.5349169227666667,-1.0,-1.0,0.62957601435,-1.0,-1.0,-1.0
