,-0.0615,-0.0115,0.0385,0.0885,0.1385
0.0250,0.0000,93.8381,0.0000,0.0000,0.0000
0.0750,93.8381,217.7331,217.7331,0.0000,0.0000
0.1250,217.7331,217.7331,217.7331,217.7331,0.0000
