,-0.0182,0.0318,0.0818
0.0250,0.0000,0.0000,0.0000
0.0750,5086.1821,0.0000,0.0000
0.1250,1475.1561,1475.1561,0.0000
0.1750,1475.1561,1475.1561,0.0000
