,-0.0886,-0.0386,0.0114,0.0614,0.1114,0.1614
0.0250,0.0000,1680.6056,367.7825,367.7825,0.0000,0.0000
0.0750,1680.6056,1680.6056,367.7825,367.7825,367.7825,367.7825
