,-0.0843,-0.0343,0.0157,0.0657,0.1157,0.1657
0.0250,0.0000,0.0000,12367.2822,0.0000,0.0000,0.0000
0.0750,0.0000,3042.7114,11052.8809,12475.9648,0.0000,0.0000
0.1250,3042.7114,3042.7114,6336.0283,11352.3760,12475.9648,0.0000
0.1750,0.0000,6336.0283,6336.0283,6336.0283,0.0000,0.0000
