,-0.2181,-0.1681,-0.1181,-0.0681,-0.0181,0.0319,0.0819,0.1319,0.1819,0.2319,0.2819
0.0250,0.0000,0.0000,0.0000,30908094.0000,3166.2168,23138510.0000,25661078.0000,0.0000,0.0000,0.0000,0.0000
0.0750,4247.1758,4774.4883,9975104.0000,9975104.0000,3166.2168,23138510.0000,25661078.0000,25661078.0000,0.0000,0.0000,0.0000
0.1250,4247.1758,4774.4883,9975104.0000,9975104.0000,9975104.0000,3166.2168,0.0000,0.0000,0.0000,0.0000,0.0000
