,-0.0487,0.0013,0.0513,0.1013
0.0250,0.0000,12174586.0000,0.0000,0.0000
0.0750,2177.6121,2177.6121,1711.2441,0.0000
0.1250,2177.6121,2177.6121,2177.6121,1711.2441
