,-0.2058,-0.1558,-0.1058,-0.0558,-0.0058,0.0442,0.0942,0.1442,0.1942,0.2442,0.2942
0.0250,0.0000,0.0000,0.0000,0.0000,13765806.0000,13765806.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0750,604.5817,604.5817,604.5817,0.0000,13765806.0000,13765806.0000,2291.0212,2291.0212,2276.9351,2276.9351,0.0000
0.1250,604.5817,604.5817,0.0000,0.0000,0.0000,0.0000,2291.0212,2291.0212,2276.9351,2276.9351,2276.9351
