,-0.0675,-0.0175,0.0325,0.0825,0.1325
0.0250,0.0000,29384990.0000,12636254.0000,0.0000,0.0000
0.0750,4810.7041,29384990.0000,12636254.0000,12636254.0000,0.0000
0.1250,4810.7041,4810.7041,12636254.0000,12636254.0000,0.0000
