,-0.0610,-0.0110,0.0390,0.0890,0.1390
0.0250,0.0000,145.4534,0.0000,0.0000,0.0000
0.0750,322.0421,151.3767,151.3767,0.0000,0.0000
0.1250,151.3767,151.3767,151.3767,151.3767,0.0000
