,-0.0611,-0.0111,0.0389,0.0889,0.1389
0.0250,0.0000,21393210.0000,0.0000,0.0000,0.0000
0.0750,21525106.0000,17372368.0000,15826028.0000,0.0000,0.0000
0.1250,17372368.0000,17372368.0000,17372368.0000,15826028.0000,0.0000
