,-0.1329,-0.0829,-0.0329,0.0171,0.0671,0.1171,0.1671,0.2171
0.0250,0.0000,1296.6133,1296.6133,1296.6133,0.0000,0.0000,0.0000,0.0000
0.0750,1361.2043,1296.6133,1296.6133,1296.6133,0.0000,0.0000,0.0000,0.0000
