,-0.0856,-0.0356,0.0144,0.0644,0.1144,0.1644
0.0250,0.0000,146.5750,146.5750,0.0000,0.0000,0.0000
0.0750,84.6945,84.6945,316.7176,316.7176,286.3938,0.0000
0.1250,84.6945,84.6945,316.7176,286.3938,286.3938,286.3938
