,-0.1283,-0.0783,-0.0283,0.0217,0.0717,0.1217,0.1717,0.2217
0.0250,0.0000,50.2644,50.2644,155.3259,155.3259,0.0000,0.0000,0.0000
0.0750,50.2644,50.2644,50.2644,155.3259,155.3259,119.0404,119.0404,119.0404
