,-0.0502,-0.0002,0.0498,0.0998,0.1498
0.0250,0.0000,3770.2214,0.0000,0.0000,0.0000
0.0750,3094.0557,3811.9155,990.8090,0.0000,0.0000
0.1250,3094.0557,3811.9155,990.8090,0.0000,0.0000
