,-0.0837,-0.0337,0.0163,0.0663,0.1163,0.1663
0.0250,0.0000,0.0000,6517.8154,0.0000,0.0000,0.0000
0.0750,33832816.0000,33832816.0000,5959.3701,6232.4907,0.0000,0.0000
0.1250,0.0000,5959.3701,6232.4907,6232.4907,6232.4907,0.0000
