,-0.0685,-0.0185,0.0315,0.0815,0.1315
0.0250,1783.3595,10606726.0000,10606726.0000,10606726.0000,0.0000
0.0750,1783.3595,10606726.0000,10606726.0000,0.0000,0.0000
