,-0.0572,-0.0072,0.0428,0.0928,0.1428
0.0250,12963889.0000,12963889.0000,2232.7925,0.0000,0.0000
0.0750,12963889.0000,12963889.0000,2232.7925,2232.7925,2232.7925
