,-0.1625,-0.1125,-0.0625,-0.0125,0.0375,0.0875,0.1375,0.1875,0.2375
0.0250,0.0000,0.0000,0.0000,5956277.5000,5956277.5000,5956277.5000,954.0285,0.0000,0.0000
0.0750,0.0000,0.0000,0.0000,5956277.5000,5956277.5000,5956277.5000,954.0285,954.0285,954.0285
