,-0.1308,-0.0808,-0.0308,0.0192,0.0692,0.1192,0.1692,0.2192
0.0250,0.0000,0.0000,1340.0861,1546.1078,0.0000,0.0000,0.0000,0.0000
0.0750,1696.3363,382.9751,821.2818,1096.6447,1085.5624,2014.3387,1532.4263,0.0000
0.1250,1696.3363,382.9751,617.6522,617.6522,1085.5624,1532.4263,1532.4263,1532.4263
