,-0.0283,0.0217,0.0717,0.1217
0.0250,0.0000,0.0000,0.0000,0.0000
0.0750,11594395.0000,11594395.0000,0.0000,0.0000
0.1250,11594395.0000,11594395.0000,11594395.0000,0.0000
