,-0.0941,-0.0441,0.0059,0.0559,0.1059,0.1559
0.0250,0.0000,41.5031,41.5031,275.3412,0.0000,0.0000
0.0750,190.4389,41.5031,41.5031,275.3412,246.1250,246.1250
