,-0.0816,-0.0316,0.0184,0.0684,0.1184,0.1684
0.0250,0.0000,0.0000,423.5875,0.0000,0.0000,0.0000
0.0750,0.0000,226.3219,281.6479,956.2699,0.0000,0.0000
0.1250,226.3219,281.6479,709.8409,709.8409,956.2699,0.0000
0.1750,0.0000,709.8409,709.8409,709.8409,0.0000,0.0000
