,-0.0433,0.0067,0.0567,0.1067
0.0250,0.0000,20839456.0000,0.0000,0.0000
0.0750,20839456.0000,3668.5571,3668.5571,0.0000
0.1250,3668.5571,3668.5571,3668.5571,3668.5571
