,-0.0573,-0.0073,0.0427,0.0927,0.1427
0.0250,0.0000,51384424.0000,0.0000,0.0000,0.0000
0.0750,0.0000,50566640.0000,13135324.0000,0.0000,0.0000
0.1250,20937844.0000,22299876.0000,13135324.0000,0.0000,0.0000
0.1750,20937844.0000,20937844.0000,0.0000,0.0000,0.0000
