,-0.0780,-0.0280,0.0220,0.0720,0.1220,0.1720
0.0250,0.0000,0.0000,17329582.0000,0.0000,0.0000,0.0000
0.0750,16261166.0000,13061506.0000,11566075.0000,17329582.0000,0.0000,0.0000
0.1250,13061506.0000,13061506.0000,11566075.0000,11566075.0000,0.0000,0.0000
