,-0.1087,-0.0587,-0.0087,0.0413,0.0913,0.1413,0.1913
0.0250,0.0000,0.0000,258.5798,258.5798,0.0000,0.0000,0.0000
0.0750,49.6969,49.6969,49.6969,258.5798,232.8467,232.8467,0.0000
0.1250,49.6969,49.6969,49.6969,0.0000,0.0000,232.8467,0.0000
