,-0.1363,-0.0863,-0.0363,0.0137,0.0637,0.1137,0.1637,0.2137
0.0250,0.0000,0.0000,124377296.0000,295246752.0000,142849520.0000,0.0000,0.0000,0.0000
0.0750,11014478.0000,11014478.0000,34104840.0000,82534784.0000,45039448.0000,100534928.0000,58811532.0000,0.0000
0.1250,11014478.0000,11014478.0000,34104840.0000,82534784.0000,45039448.0000,67564192.0000,58811532.0000,58811532.0000
