,-0.0310,0.0190,0.0690,0.1190
0.0250,0.0000,22248808.0000,0.0000,0.0000
0.0750,10697032.0000,10697032.0000,0.0000,0.0000
0.1250,10697032.0000,10697032.0000,10697032.0000,0.0000
