,-0.1153,-0.0653,-0.0153,0.0347,0.0847,0.1347,0.1847
0.0250,0.0000,0.0000,869.4639,2399.2024,0.0000,0.0000,0.0000
0.0750,1562.0336,512.1317,250.6265,1076.0365,2040.4736,1410.5403,0.0000
0.1250,614.6111,250.6265,250.6265,1076.0365,1800.6306,1410.5403,1410.5403
