,-0.0450,0.0050,0.0550,0.1050
0.0250,0.0000,6035.3477,0.0000,0.0000
0.0750,2197.5000,6096.8398,0.0000,0.0000
0.1250,3767.2441,6096.8398,6096.8398,0.0000
0.1750,3767.2441,3767.2441,6096.8398,5421.2534
