,-0.0578,-0.0078,0.0422,0.0922,0.1422
0.0250,0.0000,70.9289,0.0000,0.0000,0.0000
0.0750,166.3209,166.3209,70.9289,0.0000,0.0000
0.1250,166.3209,166.3209,166.3209,0.0000,0.0000
