,-0.0264,0.0236,0.0736,0.1236
0.0250,0.0000,1840.3751,0.0000,0.0000
0.0750,1806.6871,1840.3751,0.0000,0.0000
0.1250,1806.6871,1806.6871,1840.3751,0.0000
