,-0.0336,0.0164,0.0664,0.1164
0.0250,0.0000,18790704.0000,0.0000,0.0000
0.0750,8938151.0000,8938151.0000,0.0000,0.0000
0.1250,8938151.0000,8938151.0000,7576740.0000,0.0000
