,-0.0894,-0.0394,0.0106,0.0606,0.1106,0.1606
0.0250,0.0000,0.0000,78443096.0000,0.0000,0.0000,0.0000
0.0750,45670492.0000,23287528.0000,23287528.0000,12439.7422,0.0000,0.0000
0.1250,0.0000,23287528.0000,23287528.0000,11363.7578,8298.6553,0.0000
