,-0.2501,-0.2001,-0.1501,-0.1001,-0.0501,-0.0001,0.0499,0.0999,0.1499,0.1999,0.2499,0.2999,0.3499
0.0250,688.8489,688.8489,0.0000,0.0000,0.0000,0.0000,0.0000,1458.0671,1458.0671,1458.0671,1458.0671,0.0000,0.0000
0.0750,688.8489,688.8489,0.0000,0.0000,0.0000,0.0000,0.0000,1458.0671,1458.0671,1458.0671,1458.0671,0.0000,0.0000
