,-0.0492,0.0008,0.0508,0.1008
0.0250,0.0000,6455.9893,0.0000,0.0000
0.0750,6510.9058,4348.1709,2889.5142,0.0000
0.1250,6510.9058,4348.1709,4348.1709,0.0000
0.1750,6510.9058,4348.1709,4348.1709,0.0000
