,-0.0673,-0.0173,0.0327,0.0827,0.1327
0.0250,0.0000,16841894.0000,0.0000,0.0000,0.0000
0.0750,6149578.5000,17466834.0000,18100242.0000,0.0000,0.0000
0.1250,6149578.5000,6149578.5000,17466834.0000,18100242.0000,0.0000
