,-0.0744,-0.0244,0.0256,0.0756,0.1256
0.0250,0.0000,103.4492,245.1797,0.0000,0.0000
0.0750,103.4492,134.8264,134.8264,147.3633,0.0000
0.1250,134.8264,134.8264,134.8264,147.3633,147.3633
