,-0.0844,-0.0344,0.0156,0.0656,0.1156,0.1656
0.0250,0.0000,13267400.0000,19247690.0000,0.0000,0.0000,0.0000
0.0750,13267400.0000,13267400.0000,13267400.0000,5996294.5000,5996294.5000,0.0000
0.1250,0.0000,13267400.0000,0.0000,5996294.5000,5996294.5000,5996294.5000
