,-0.0764,-0.0264,0.0236,0.0736,0.1236,0.1736
0.0250,0.0000,15627589.0000,15627589.0000,0.0000,0.0000,0.0000
0.0750,15627589.0000,15627589.0000,7311992.0000,7311992.0000,0.0000,0.0000
0.1250,0.0000,7311992.0000,7311992.0000,7311992.0000,4943790.5000,0.0000
