,-0.0849,-0.0349,0.0151,0.0651,0.1151,0.1651
0.0250,0.0000,0.0000,251.4691,0.0000,0.0000,0.0000
0.0750,0.0000,65.7419,305.8752,562.7491,0.0000,0.0000
0.1250,65.7419,305.8752,305.8752,562.7491,562.7491,0.0000
0.1750,0.0000,305.8752,305.8752,305.8752,0.0000,0.0000
