,-0.0282,0.0218,0.0718,0.1218
0.0250,0.0000,0.0000,0.0000,0.0000
0.0750,8115200.5000,4719254.0000,0.0000,0.0000
0.1250,4719254.0000,4719254.0000,4719254.0000,0.0000
