,-0.2165,-0.1665,-0.1165,-0.0665,-0.0165,0.0335,0.0835,0.1335,0.1835,0.2335,0.2835
0.0250,0.0000,0.0000,0.0000,30566496.0000,3320.9500,23737812.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0750,3711.5933,4736.0361,12137812.0000,12137812.0000,3320.9500,23737812.0000,23737812.0000,26173680.0000,0.0000,0.0000,0.0000
0.1250,3711.5933,4736.0361,12137812.0000,12137812.0000,12137812.0000,3320.9500,0.0000,0.0000,0.0000,0.0000,0.0000
