,-0.0562,-0.0062,0.0438,0.0938,0.1438
0.0250,0.0000,4502.7344,0.0000,0.0000,0.0000
0.0750,4563.2256,4563.2256,1570.4065,0.0000,0.0000
0.1250,4563.2256,1570.4065,1570.4065,1570.4065,0.0000
0.1750,4563.2256,1570.4065,1570.4065,1570.4065,0.0000
