,-0.1630,-0.1130,-0.0630,-0.0130,0.0370,0.0870,0.1370,0.1870,0.2370
0.0250,0.0000,0.0000,420.2191,420.2191,420.2191,420.2191,421.7521,0.0000,0.0000
0.0750,0.0000,0.0000,420.2191,420.2191,420.2191,0.0000,421.7521,421.7521,421.7521
