,-0.0620,-0.0120,0.0380,0.0880,0.1380
0.0250,0.0000,20277658.0000,0.0000,0.0000,0.0000
0.0750,20363442.0000,16076193.0000,13904229.0000,0.0000,0.0000
0.1250,16076193.0000,16076193.0000,16076193.0000,13904229.0000,0.0000
