,-0.0747,-0.0247,0.0253,0.0753,0.1253
0.0250,0.0000,39156016.0000,4522.7466,0.0000,0.0000
0.0750,6590.2285,15263247.0000,15263247.0000,4522.7466,0.0000
0.1250,6590.2285,15263247.0000,15263247.0000,15263247.0000,0.0000
