,-0.1505,-0.1005,-0.0505,-0.0005,0.0495,0.0995,0.1495,0.1995,0.2495
0.0250,0.0000,18453106.0000,3022.3118,3022.3118,3022.3118,0.0000,0.0000,0.0000,0.0000
0.0750,2957.4216,18453106.0000,3022.3118,3022.3118,0.0000,0.0000,0.0000,0.0000,0.0000
