,-0.0706,-0.0206,0.0294,0.0794,0.1294
0.0250,0.0000,175.7490,184.4449,0.0000,0.0000
0.0750,175.7490,175.7490,184.4449,419.4276,0.0000
0.1250,0.0000,184.4449,419.4276,419.4276,419.4276
