,-0.0860,-0.0360,0.0140,0.0640,0.1140,0.1640
0.0250,0.0000,0.0000,11267.4199,0.0000,0.0000,0.0000
0.0750,0.0000,6272.9541,7622.0293,11540.7236,0.0000,0.0000
0.1250,6272.9541,7622.0293,8829.7500,8829.7500,11540.7236,0.0000
