,-0.0374,0.0126,0.0626,0.1126
0.0250,0.0000,26549932.0000,0.0000,0.0000
0.0750,12434617.0000,12434617.0000,0.0000,0.0000
0.1250,12434617.0000,12434617.0000,12434617.0000,0.0000
