,-0.0803,-0.0303,0.0197,0.0697,0.1197,0.1697
0.0250,0.0000,21477838.0000,2842.1008,0.0000,0.0000,0.0000
0.0750,3146.7290,8065910.5000,8065910.5000,2842.1008,2842.1008,0.0000
0.1250,3146.7290,8065910.5000,8065910.5000,0.0000,0.0000,0.0000
