,-0.0991,-0.0491,0.0009,0.0509,0.1009,0.1509
0.0250,0.0000,0.0000,228.9075,0.0000,0.0000,0.0000
0.0750,137.4293,52.2667,52.2667,469.2872,0.0000,0.0000
0.1250,52.2667,52.2667,52.2667,469.2872,418.4634,418.4634
