,-0.2227,-0.1727,-0.1227,-0.0727,-0.0227,0.0273,0.0773,0.1273,0.1773,0.2273,0.2773
0.0250,0.0000,0.0000,0.0000,0.0000,14528.1855,16507.0195,0.0000,0.0000,0.0000,0.0000,0.0000
0.0750,0.0000,0.0000,55774384.0000,33272818.0000,33272818.0000,13462.0176,76000416.0000,62558996.0000,0.0000,0.0000,0.0000
0.1250,0.0000,0.0000,0.0000,33272818.0000,33272818.0000,76000416.0000,69515352.0000,7228.6060,7228.6060,16022.7783,16022.7783
0.1750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62558996.0000,7228.6060,7228.6060,16022.7783,16022.7783
