,-0.0684,-0.0184,0.0316,0.0816,0.1316
0.0250,1771.2726,10500232.0000,10500232.0000,10500232.0000,0.0000
0.0750,1771.2726,10500232.0000,10500232.0000,0.0000,0.0000
