,-0.1910,-0.1410,-0.0910,-0.0410,0.0090,0.0590,0.1090,0.1590,0.2090,0.2590
0.0250,0.0000,0.0000,20195482.0000,20195482.0000,10480177.0000,10480177.0000,0.0000,0.0000,0.0000,0.0000
0.0750,2593.3684,3207.9722,20195482.0000,20195482.0000,10480177.0000,10480177.0000,14244478.0000,14244478.0000,0.0000,0.0000
0.1250,2593.3684,3207.9722,0.0000,0.0000,10480177.0000,10480177.0000,0.0000,0.0000,0.0000,0.0000
