,-0.0742,-0.0242,0.0258,0.0758,0.1258
0.0250,0.0000,0.0000,0.0000,0.0000,0.0000
0.0750,0.0000,29091138.0000,30746486.0000,0.0000,0.0000
0.1250,7819177.5000,7819177.5000,30746486.0000,37093428.0000,0.0000
0.1750,7819177.5000,7819177.5000,7819177.5000,30746486.0000,0.0000
