,-0.0992,-0.0492,0.0008,0.0508,0.1008,0.1508
0.0250,0.0000,0.0000,499.0780,0.0000,0.0000,0.0000
0.0750,0.0000,273.7195,150.3644,990.1730,0.0000,0.0000
0.1250,0.0000,150.3644,150.3644,856.5723,456.3232,456.3232
0.1750,0.0000,0.0000,0.0000,856.5723,456.3232,456.3232
