,-0.1530,-0.1030,-0.0530,-0.0030,0.0470,0.0970,0.1470,0.1970,0.2470
0.0250,0.0000,0.0000,0.0000,11325.2969,0.0000,0.0000,0.0000,0.0000,0.0000
0.0750,0.0000,4305.7578,4305.7578,38461280.0000,45038516.0000,11264.1699,0.0000,0.0000,0.0000
0.1250,0.0000,0.0000,38461280.0000,45038516.0000,8146.5884,8461.4277,8590.7969,0.0000,0.0000
0.1750,0.0000,0.0000,0.0000,0.0000,8461.4277,8590.7969,8590.7969,8590.7969,0.0000
