,-0.0986,-0.0486,0.0014,0.0514,0.1014,0.1514
0.0250,0.0000,0.0000,3055.2026,0.0000,0.0000,0.0000
0.0750,759.7496,759.7496,3055.2026,3055.2026,3107.3860,0.0000
0.1250,759.7496,0.0000,0.0000,3107.3860,3107.3860,3107.3860
