,-0.0818,-0.0318,0.0182,0.0682,0.1182,0.1682
0.0250,105.1995,105.1995,105.1995,48.5964,0.0000,0.0000
0.0750,0.0000,105.1995,105.1995,48.5964,48.5964,48.5964
