,-0.0283,0.0217,0.0717,0.1217
0.0250,0.0000,0.0000,0.0000,0.0000
0.0750,0.0000,17554880.0000,0.0000,0.0000
0.1250,3206.8933,2963.7839,0.0000,0.0000
0.1750,3206.8933,2963.7839,0.0000,0.0000
